id,created_at,text
1398098921759510529,2021-05-28 02:08:53,आजादी की लड़ाई के महान सेनानी और प्रखर राष्ट्रभक्त वीर सावरकर को उनकी जयंती पर कोटि-कोटि नमन।
1397867400599531523,2021-05-27 10:48:54,"Reviewed the situation arising due to Cyclone Yaas. Discussed the preparedness, relief and rehabilitation efforts a… https://t.co/NA0GH03a3w"
1397867220303159297,2021-05-27 10:48:11,"Took stock of the progress of the National Digital Health Mission, a futuristic endeavour that will ensure a range… https://t.co/PIDzWawJDy"
1397578792994971655,2021-05-26 15:42:04,Spoke to my dear friend President @EmmanuelMacron. I thanked him for France’s prompt assistance to India’s COVID-19… https://t.co/BGF1pGN0aw
1397407944430391299,2021-05-26 04:23:11,"Speaking at the Vesak Day programme. 

We remember the noble ideals of Lord Buddha. https://t.co/JMmup8Mvtm"
1396459262549839877,2021-05-23 13:33:27,"Dr. Srikumar Banerjee will be remembered for his pioneering contributions to Indian science, especially in the area… https://t.co/2araHiCV7P"
1396405822725386245,2021-05-23 10:01:06,"ଉପଯୁକ୍ତ ସମୟରେ ସ୍ଥାନାନ୍ତରଣ, ବିଜୁଳି ଓ ଯୋଗାଯୋଗ ବ୍ୟବସ୍ଥା ଯେପରି ବିଚ୍ଛିନ୍ନ ନହୁଏ ସେଥିପାଇଁ ଗୁରୁତ୍ୱାରୋପ କଲି । ଯେପରି ବାତ୍ୟା… https://t.co/XTK50iJDpS"
1396405820783349761,2021-05-23 10:01:06,ବାତ୍ୟା ୟଶ୍ ର ମୁକାବିଲା ପ୍ରସ୍ତୁତିର ସମୀକ୍ଷା କଲି । ପ୍ରଭାବିତ ଅଞ୍ଚଳ ଗୁଡିକରେ ଲୋକଙ୍କୁ ସହାୟତା ଯୋଗାଇ ଦେବାପାଇଁ ବିଭିନ୍ନ ଉଦ୍ୟମ ସ… https://t.co/hJ4RNblePn
1396405649823522821,2021-05-23 10:00:25,সকলের নিরাপত্তা ও কল্যাণ কামনা করি ।
1396405645939601413,2021-05-23 10:00:24,"নিরাপদ জায়গায় মানুষকে দ্রুত সরিয়ে নিয়ে যাওয়া, বিদ্যুৎ ও যোগাযোগ ব্যবস্থা যাতে বিঘ্নিত না হয় তা নিশ্চিত করার উ… https://t.co/ElCgbShJvW"
1396405643502776326,2021-05-23 10:00:24,ঘূর্ণিঝড় ইয়াসের ফলে সম্ভাব্য পরিস্থিতি মোকাবিলার প্রস্তুতি পর্যালোচনা করা হয়েছে। প্রভাবিত এলাকার বাসিন্দাদের সা… https://t.co/avUfZMKeWU
1396379128778080260,2021-05-23 08:15:02,Emphasised on timely evacuation as well as ensuring power and communications networks are not disrupted. Also empha… https://t.co/8yw7vcmr5w
1396379125779030018,2021-05-23 08:15:01,"Reviewed the preparedness to tackle Cyclone Yaas. 

Was briefed on the various efforts to assist people living in t… https://t.co/8MYYz3HPLf"
1396044750613057540,2021-05-22 10:06:20,संस्कृत की महान विभूति महामहोपाध्याय पं. रेवा प्रसाद द्विवेदी जी के निधन से अत्यंत दुख पहुंचा है। उन्होंने साहित्य… https://t.co/GVBwss6v5i
1395668613453914113,2021-05-21 09:11:42,"हमें अभी एक लंबी लड़ाई लड़नी है। बनारस और पूर्वांचल के ग्रामीण इलाकों पर भी बहुत ध्यान देना है।

‘जहां बीमार वहीं उ… https://t.co/EtA6Fiatkx"
1395668397908631552,2021-05-21 09:10:50,"बनारस ने जिस स्पीड से इतने कम समय में ऑक्सीजन और आईसीयू बेड्स की संख्या कई गुना बढ़ाई है, जिस तरह से इतनी जल्दी पं… https://t.co/6XTjEwYHK8"
1395668280275206150,2021-05-21 09:10:22,"कोरोना ने हमसे कई अपनों को छीना है। मैं उन सभी लोगों को अपनी श्रद्धांजलि देता हूं, उनके परिजनों के प्रति सांत्वना… https://t.co/scfLkpmHK4"
1395650299046543367,2021-05-21 07:58:55,Passing away of Shri Sunderlal Bahuguna Ji is a monumental loss for our nation. He manifested our centuries old eth… https://t.co/6JRFLRiPFt
1395626377949315074,2021-05-21 06:23:52,Reviewing COVID-19 situation in Kashi with doctors and frontline workers working there. https://t.co/eIg562g009
1395404967448559635,2021-05-20 15:44:04,"At 11 AM tomorrow, 21st May, will be interacting with doctors and frontline workers who are working tirelessly to c… https://t.co/3JowxAhDVr"
1395334552910958598,2021-05-20 11:04:16,Congratulations to Shri @vijayanpinarayi Ji on taking oath as CM and commencing his second term in office.
1395334279903731713,2021-05-20 11:03:11,"Earlier today, had an extensive interaction with District Officers from various states. These officers are tireless… https://t.co/D6stgwDWyF"
1395271669673984003,2021-05-20 06:54:23,"Interaction with District Officials on the COVID-19 situation.
 https://t.co/k2RtKzIFHY"
1395213672914509824,2021-05-20 03:03:56,"Saddened by the demise of former Rajasthan CM, Shri Jagannath Pahadia Ji. In his long political and administrative… https://t.co/HAu1vFncTH"
1395024916236406786,2021-05-19 14:33:52,सरकार किसानों के जीवन को बेहतर बनाने के लिए प्रतिबद्ध है। इसलिए अंतरराष्ट्रीय मूल्यों में बढ़ोतरी के बावजूद हमने उ… https://t.co/8SYdp5TsJb
1394974419974508544,2021-05-19 11:13:13,Ex-gratia of Rs. 2 lakh would be given to the next of kin of those who lost their lives due to Cyclone Tauktae in a… https://t.co/caofsDCgfM
1394974148124885001,2021-05-19 11:12:08,Reviewed the situation caused by Cyclone Tauktae during a meeting in Ahmedabad. Took stock of the evacuation effort… https://t.co/K5wUj04tjd
1394947572762955778,2021-05-19 09:26:32,Undertook an aerial survey over parts of Gujarat and Diu to assess the situation in the wake of Cyclone Tauktae. Ce… https://t.co/xol4vaGnsS
1394712864296824833,2021-05-18 17:53:54,भाजपा नेता और उत्तर प्रदेश सरकार में मंत्री विजय कश्यप जी के निधन से अत्यंत दुख हुआ है। वे जमीन से जुड़े नेता थे और… https://t.co/63uNTBPEuo
1394616277352665091,2021-05-18 11:30:05,Interacted with District Officials on ways to overcome COVID-19. They shared their experiences from districts. I sp… https://t.co/8H4SHgLay6
1394560952650043396,2021-05-18 07:50:15,Shri Chaman Lal Gupta Ji will be remembered for numerous community service efforts. He was a dedicated legislator a… https://t.co/M7OKOrW9Qq
1394549185349783552,2021-05-18 07:03:29,Interacting with District Officials on the COVID-19 situation. https://t.co/Yy4w15sZYB
1394292538064916480,2021-05-17 14:03:40,"Interacted with doctors across India. They shared insightful inputs, based on their own experiences of curing COVID… https://t.co/rCD8W8yLYs"
1393812701852303360,2021-05-16 06:16:58,Statehood Day greetings to the people of Sikkim. This state is blessed with rich natural beauty and is home to warm… https://t.co/RYxkmm1m3I
1393812477922607109,2021-05-16 06:16:05,"Professor M. S. Narasimhan will be remembered as an exemplary mathematician, who made a phenomenal impact worldwide… https://t.co/vD4jG8nuks"
1393807608025272323,2021-05-16 05:56:44,"Anguished by the passing away of my friend from Parliament, Shri Rajeev Satav Ji. He was an upcoming leader with mu… https://t.co/NYLAenpRFM"
1393627867947307009,2021-05-15 18:02:30,Giani Joginder Singh Vedanti Ji was scholarly and humble. His life was a manifestation of selfless human service. H… https://t.co/VZAzbbk1Cl
1393617100376133634,2021-05-15 17:19:43,"You left us too soon, Sunil Jain. I will miss reading your columns and hearing your frank as well as insightful vie… https://t.co/p7H5iAoeVw"
1393567536155750403,2021-05-15 14:02:46,"Reviewed preparedness on Cyclone Tauktae including ensuring essential supplies, continuing the COVID-19 fight and m… https://t.co/8abriILOHP"
1393493494824456192,2021-05-15 09:08:33,"Discussed a number of issues during today’s review meeting on COVID-19, including scaling up testing in areas with… https://t.co/jyft5Wv1lx"
1393143921761341441,2021-05-14 09:59:28,"कोरोना से बचाव का एक बहुत बड़ा माध्यम है, इसका टीका। इसलिए जब भी आपकी बारी आए तो टीका जरूर लगवाएं। यह टीका कोरोना… https://t.co/78fZPfF4k1"
1393143844435161091,2021-05-14 09:59:10,"बीते कुछ समय से जो कष्ट देशवासियों ने सहा है, उसे मैं भी उतना ही महसूस कर रहा हूं। देश का प्रधान सेवक होने के नाते,… https://t.co/5NDNkvP8LF"
1393143766458920961,2021-05-14 09:58:51,"पीएम किसान सम्मान निधि की राशि आज के कठिन समय में किसान परिवारों के बहुत काम आ रही है।

जरूरत के समय देशवासियों तक… https://t.co/8XU8o6b3rQ"
1393080692905414657,2021-05-14 05:48:14,8th instalment under #PMKisan is being released. Watch. https://t.co/aTcCrilMKE
1393051701297307656,2021-05-14 03:53:01,"On the special occasion of Basava Jayanthi, I bow to Jagadguru Basaveshwara. His noble teachings, particularly the… https://t.co/7R8M7cYtza"
1393030554761658369,2021-05-14 02:29:00,भगवान परशुराम की जयंती के पावन अवसर पर सभी देशवासियों को शुभकामनाएं।
1393030498272768001,2021-05-14 02:28:46,सभी देशवासियों को अक्षय तृतीया की मंगलकामनाएं। शुभ कार्यों की सिद्धि से जुड़ा यह पावन पर्व कोरोना महामारी पर विजय… https://t.co/rDZd4HbGCe
1393029211149852673,2021-05-14 02:23:39,Best wishes on the auspicious occasion of Eid-ul-Fitr. Praying for everyone’s good health and well-being. Powered b… https://t.co/cgKi2uR3E1
1392894218889138176,2021-05-13 17:27:15,Saddened by the demise of Times Group Chairperson Smt. Indu Jain Ji. She will be remembered for her community servi… https://t.co/JwOBBuUXWy
1392886954044231681,2021-05-13 16:58:23,"Saddened by the demise of Prof. S Tiken Singh, President of @BJP4Manipur. He will be remembered as a hardworking Ka… https://t.co/0F4OTMFwlc"
1392851591573671945,2021-05-13 14:37:52,ગુજરાતના એક સેવાભાવી શ્રેષ્ઠી શ્રી કાન્તિસેન શ્રોફ (કાકા)ના નિધનથી અત્યંત દુ:ખ થયું. એક સફળ ઉદ્યોગપતિ હોવા ઉપરાંત… https://t.co/6OCeVTpyof
1392774184481161216,2021-05-13 09:30:16,देश के करोड़ों अन्नदाताओं के लिए कल का दिन बेहद महत्वपूर्ण है। सुबह 11 बजे वीडियो कॉन्फ्रेंसिंग के जरिए प्रधानमं… https://t.co/JeVxNh2Rb1
1392507730376544258,2021-05-12 15:51:29,Reviewed different aspects relating to the COVID-19 situation. This includes different sources of oxygen availabili… https://t.co/DJwHIEykck
1392469411991199752,2021-05-12 13:19:13,"Through PM-CARES, 1.5 lakh units of Oxycare Systems will be procured. This is a system developed by DRDO and has se… https://t.co/7P9y9nZKTD"
1392378451382792194,2021-05-12 07:17:46,অসমীয়া সাহিত্য আৰু সাংবাদিকতাৰ ক্ষেত্ৰখনলৈ আগবঢ়োৱা  অৱদানৰ বাবে শ্ৰী হোমেন বৰগোহাঞি স্মৰণীয় হৈ ৰ'ব। তেওঁৰ কৰ্মৰা… https://t.co/JfWbmjVSJQ
1392372815064489984,2021-05-12 06:55:22,Shri Homen Borgohain will be remembered for his rich contributions to Assamese literature and journalism. His works… https://t.co/wqb6531Xnn
1392365176872001539,2021-05-12 06:25:01,"International Nurses Day is a day to express gratitude to the hardworking nursing staff, who is at the forefront of… https://t.co/uGqnVvFnEg"
1392032291996639235,2021-05-11 08:22:15,"Discussed the pandemic situation with my friend Lyonchhen @PMBhutan, and conveyed appreciation for the solidarity a… https://t.co/4n5MpP31hJ"
1391992863089565700,2021-05-11 05:45:35,"In any challenging situation, our scientists and innovators have always risen to the occasion and worked to mitigat… https://t.co/lKgNM049bV"
1391992860812070913,2021-05-11 05:45:34,"On National Technology Day, we salute the hardwork and tenacity of our scientists and those passionate about techno… https://t.co/g48Q6ewSkH"
1391653854521937920,2021-05-10 07:18:29,My valued colleague @sarbanandsonwal Ji was at the helm of a pro-people and pro-development administration over the… https://t.co/80LCPQZrdZ
1391653752734588931,2021-05-10 07:18:04,Congratulations to @himantabiswa Ji and the other Ministers who took oath today. I am confident this team will add… https://t.co/IfTWA7sa91
1391382111249047553,2021-05-09 13:18:40,"ସାଂସଦ ରଘୁନାଥ  ମହାପାତ୍ରଙ୍କ ବିୟୋଗରେ ଦୁଃଖିତ। କଳା, ଭାସ୍କର୍ଯ୍ୟ ଓ ସଂସ୍କୃତି ଦୁନିଆକୁ ତାଙ୍କର ଅବଦାନ ଥିଲା ଅତୁଳନୀୟ। ପାରମ୍ପରିକ କ… https://t.co/H1s5mKDoCB"
1391377508549812225,2021-05-09 13:00:23,"Saddened by the demise of MP Shri Raghunath Mohapatra Ji. He made pioneering contributions to the world of art, arc… https://t.co/ZpPPkmSFuw"
1391286398150352897,2021-05-09 06:58:20,Saddened by the demise of INA veteran Lalti Ram Ji. His courage and contributions to India’s freedom struggle will… https://t.co/E5hKmAdkXW
1391242857575436288,2021-05-09 04:05:19,महान स्वतंत्रता सेनानी और समाजसेवी गोपाल कृष्ण गोखले को उनकी जयंती पर शत-शत नमन। राष्ट्रसेवा में समर्पित उनका जीवन… https://t.co/1FxxW1GcdD
1391242036309676041,2021-05-09 04:02:04,"अपने अप्रतिम साहस, शौर्य और युद्ध कौशल से मां भारती को गौरवान्वित करने वाले महान योद्धा महाराणा प्रताप को उनकी जयं… https://t.co/vhUhmS5yER"
1391241791270055937,2021-05-09 04:01:05,"On Tagore Jayanti, I bow to the great Gurudev Tagore. May his exemplary ideals keep giving us strength and inspirat… https://t.co/uln0JcczLX"
1391241156650881024,2021-05-09 03:58:34,"রবীন্দ্রজয়ন্তীতে গুরুদেব রবীন্দ্রনাথ ঠাকুরের প্রতি আমার প্রণাম। প্রার্থনা করি, তাঁর স্বপ্নের ভারতবর্ষ গড়ে তুলতে… https://t.co/iSXBOVey2p"
1391057011496783877,2021-05-08 15:46:50,I thank the leaders of EU and its Member States for their continued commitment to strengthening relationship with I… https://t.co/cCji2Rjqvf
1391057009240252418,2021-05-08 15:46:50,Our collaboration is essential to stopping the Covid-19 pandemic and ensuring a sustainable and inclusive recovery… https://t.co/n8yStFDETv
1391057006954389516,2021-05-08 15:46:49,Our stronger partnership is essential for achieving peace and prosperity for our peoples. We welcomed the resumptio… https://t.co/USafZWWyH5
1391057003384999944,2021-05-08 15:46:48,"Taking forward the commitment to transform India-EU relationship for global good, I had a virtual interaction with… https://t.co/ZnSmIL5OYQ"
1390958070033907715,2021-05-08 09:13:41,યોગગુરૂ સ્વામી અધ્યાત્માનંદજી પરમધામ સીધાવ્યા તે જાણી દુ:ખ થયું. આધ્યાત્મિકતા જેવા ગહન વિષયને તેઓએ સરળ શૈલીમાં સમજા… https://t.co/l9egYE1aaz
1390596531351339012,2021-05-07 09:17:03,Spoke with my friend @ScottMorrisonMP to thank him for Australia’s solidarity and support for India’s fight against… https://t.co/13ONkqaj1W
1390595451632504833,2021-05-07 09:12:46,I would like to congratulate Shri N.Rangasamy Ji on taking oath as Puducherry CM. Best wishes for the tenure ahead.
1390560236822429699,2021-05-07 06:52:50,Congratulations to Thiru @mkstalin on being sworn-in as Tamil Nadu Chief Minister.
1390533488487518209,2021-05-07 05:06:33,वरिष्ठ पत्रकार शेष नारायण सिंह जी का निधन अत्यंत दुखद है। पत्रकारिता जगत में अपने महत्वपूर्ण योगदान के लिए वे हमेशा… https://t.co/6oNobyNrco
1390278190858338305,2021-05-06 12:12:05,"'Jal', 'Thal' and 'Nabh'...our armed forces have left no stone unturned in strengthening the fight against COVID-19. https://t.co/JOcRRrhJgR"
1390273416641630212,2021-05-06 11:53:07,"RT @rajnathsingh: Fighting the Invisible Enemy: MoD’s Response on COVID-19 Surge

​Sensing the emergency situation, the whole Government ma…"
1390271779508146182,2021-05-06 11:46:36,ગુજરાતના પૂર્વ નાણામંત્રી શ્રી પ્રતાપભાઈ શાહના અવસાનના સમાચારથી વ્યથિત છું. ગુજરાતના જાહેર જીવન અને પત્રકારત્વ ક્ષે… https://t.co/jS8a05psbQ
1390244569845882883,2021-05-06 09:58:29,"Reviewed various aspects of the COVID-19 response in the states and districts, including the ongoing vaccination dr… https://t.co/Efi1NOKUFp"
1390153159641690113,2021-05-06 03:55:15,पूर्व केंद्रीय मंत्री चौधरी अजित सिंह जी के निधन से अत्यंत दुख हुआ है। वे हमेशा किसानों के हित में समर्पित रहे। उ… https://t.co/XcGc6vPDTE
1389932119753850881,2021-05-05 13:16:55,उत्तर प्रदेश भाजपा के सह-संगठन महामंत्री भवानी सिंह जी के निधन से अत्यंत दुख हुआ है। उन्होंने राज्य में भाजपा को मज… https://t.co/cVMghqpQ7K
1389838621671260160,2021-05-05 07:05:24,"Good to see our healthcare workers and nurses set an example in reducing vaccine wastage. 

Reducing vaccine wastag… https://t.co/9EODZ1c2Wa"
1389819854081822721,2021-05-05 05:50:49,Congratulations to Mamata Didi on taking oath as West Bengal’s Chief Minister. @MamataOfficial
1389792631337590787,2021-05-05 04:02:39,മലങ്കര മാർത്തോമ്മാ സിറിയൻ സഭയിലെ അംഗങ്ങളെ  അനുശോചനം അറിയിക്കുന്നു.
1389792629617958912,2021-05-05 04:02:38,മാർത്തോമ്മാ സഭ മുൻ അധ്യക്ഷൻ റവ. ഡോ. ഫിലിപ്പോസ് മാർ ക്രിസോസ്റ്റം വലിയ മെത്രാപ്പൊലീത്തയുടെ നിര്യാണത്തിൽ ദുഖിക്കുന്നു.… https://t.co/1CDUaTlUy4
1389787161541500928,2021-05-05 03:40:54,Saddened by the demise of His Grace The Most Rev. Dr. Philipose Mar Chrysostom Mar Thoma Valiya Metropolitan. He wi… https://t.co/o7mxU4gJag
1389571662455136264,2021-05-04 13:24:35,We discussed ongoing cooperation on COVID-19 pandemic and reiterated commitment to ambitious climate action to meet… https://t.co/tPBaz3aQ6Y
1389571660223766528,2021-05-04 13:24:35,"We welcomed launch of an Enhanced Trade Partnership as a roadmap to a comprehensive FTA, with a target to more than… https://t.co/tgqTD97EIX"
1389571658097254400,2021-05-04 13:24:34,Had a productive Virtual Summit with my friend UK PM @BorisJohnson. We adopted an ambitious Roadmap 2030 for elevat… https://t.co/udC1wTiztD
1389405620554526720,2021-05-04 02:24:48,Jagmohan Ji’s demise is a monumental loss for our nation. He was an exemplary administrator and a renowned scholar.… https://t.co/KtXMam2dzL
1389239538313089024,2021-05-03 15:24:51,Took stock of the various COVID related initiatives of the Indian Navy. https://t.co/hInzhzc7Kf
1389162292022063106,2021-05-03 10:17:54,A series of decisions that will increase the availability of medical personnel to strengthen the fight against COVI… https://t.co/7E29bunieS
1389140871258546178,2021-05-03 08:52:47,Spoke to President of the EU Commission @vonderleyen and thanked EU for support and assistance to India’s COVID res… https://t.co/uCYtBOhyVr
1388898977613959169,2021-05-02 16:51:35,I thank the people of Puducherry for blessing NDA. We are humbled to serve the people and fulfil their dreams. Our… https://t.co/LcVxPd5lqr
1388898380659585024,2021-05-02 16:49:13,অসমৰ ৰাইজে আকৌ এবাৰ এন ডি এৰ উন্নয়নৰ  এজেণ্ডা আৰু ৰাজ্যত আমাৰ চৰকাৰৰ  জনকল্যাণমূলক কামৰ ট্ৰেক ৰেকৰ্ডক আশীৰ্বাদ দি… https://t.co/IL7XmNkhRh
1388898204431753216,2021-05-02 16:48:31,தேசிய ஜனநாயக கூட்டணிக்கு ஆதரவு அளித்த தமிழக மக்களுக்கு நான் நன்றி தெரிவிக்கிறேன். மாநில நலனுக்காகவும் பெருமைமிகு த… https://t.co/jP8fH2ofWM
1388898061145972741,2021-05-02 16:47:56,"পশ্চিমবঙ্গবাসী ভাইবোনেরা, যারা আমাদের দলকে ভোট দিয়েছেন,তাদের আমি ধন্যবাদ জানাতে চাই।   অতীতের এক নগণ্য উপস্থিতি থে… https://t.co/39ObtASVNY"
1388897950735032323,2021-05-02 16:47:30,ഈ തിരഞ്ഞെടുപ്പിൽ  ഞങ്ങളുടെ  പാർട്ടിയെ പിന്തുണച്ച കേരളത്തിലെ ജനങ്ങൾക്ക് നന്ദി. സംസ്ഥാനത്തെ ജനങ്ങളെ  തുടർന്നും സേവി… https://t.co/8nD7yfOv2j
1388865993686933505,2021-05-02 14:40:31,"I thank the people of Karnataka, Maharashtra, Gujarat, Rajasthan and Uttarakhand for blessing the BJP in various by… https://t.co/1tSjsDjk65"
1388863619031465989,2021-05-02 14:31:05,The people of Assam have again blessed the NDA’s development agenda and the pro-people track record of our Governme… https://t.co/S1DPuQR00p
1388857047710453762,2021-05-02 14:04:58,I would like to thank the people of Tamil Nadu who supported NDA. I assure the people of Tamil Nadu that we will ke… https://t.co/BHdSTPT58d
1388856729434132482,2021-05-02 14:03:42,Congratulations to Thiru @mkstalin and @arivalayam for the victory in the Tamil Nadu assembly elections. We shall w… https://t.co/a8MBBFFsTC
1388856571598307330,2021-05-02 14:03:05,Gratitude to the people of Kerala who supported our Party in these elections. I appreciate the efforts of our indus… https://t.co/WN8yyN6p35
1388856468040945670,2021-05-02 14:02:40,I would like to congratulate Shri @vijayanpinarayi and the LDF for winning the Kerala Assembly elections. We will c… https://t.co/O65jIdEaWO
1388856173906956292,2021-05-02 14:01:30,I would like to thank my sisters and brothers of West Bengal who have blessed our party. From a negligible presence… https://t.co/mP0bnGvo2T
1388855746448695299,2021-05-02 13:59:48,Congratulations to Mamata Didi for @AITCofficial's win in West Bengal. The Centre will continue to extend all possi… https://t.co/nmUC6hQU2a
1388814026793123842,2021-05-02 11:14:01,"In order to ramp up oxygen supplies, the Government is working on converting nitrogen plants into oxygen plants. Po… https://t.co/adDtz1oCR4"
1388813843543982083,2021-05-02 11:13:17,"Took stock of the usage of gaseous oxygen produced by industry, for medical purposes, with adjacent temporary hospi… https://t.co/10bnShjDrV"
1388338405952528386,2021-05-01 03:44:04,Pained by the loss of lives due to a fire at a hospital in Bharuch. Condolences to the bereaved families.
1388336935064592384,2021-05-01 03:38:14,"Today, Gujarat and Maharashtra mark their Statehood Days. Both states are home to outstanding people, who have made… https://t.co/uZblocenyX"
1388330041151410185,2021-05-01 03:10:50,"Prayed at Gurudwara Sis Ganj Sahib today. 

We can never forget the life, ideals and supreme sacrifice of Sri Guru… https://t.co/AMK8xy0nNi"
1388303594655346688,2021-05-01 01:25:45,ਉਹ ਅੱਤਿਆਚਾਰ ਅਤੇ ਅਨਿਆਂ ਦੇ ਅੱਗੇ ਕਦੇ ਨਹੀਂ ਝੁਕੇ। ਉਨ੍ਹਾਂ ਦਾ ਸਰਬਉੱਚ ਤਿਆਗ ਸਭ ਨੂੰ ਸ਼ਕਤੀ ਅਤੇ ਪ੍ਰੇਰਣਾ ਦਿੰਦਾ ਹੈ।
1388303592952537094,2021-05-01 01:25:44,"ਸ੍ਰੀ ਗੁਰੂ ਤੇਗ਼ ਬਹਾਦਰ ਜੀ ਦੇ 400ਵੇਂ ਪ੍ਰਕਾਸ਼ ਪੁਰਬ 'ਤੇ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਸੀਸ ਝੁਕਾਉਂਦਾ ਹਾਂ।

ਗੁਰੂ ਜੀ ਦੇ ਸਾਹਸ ਅਤੇ ਦੱਬੇ-ਕੁਚਲੇ… https://t.co/R5dy3Khcx3"
1388303290811576322,2021-05-01 01:24:32,"On the special occasion of his 400th Parkash Purab, I bow to Sri Guru Teg Bahadur Ji.
He is widely respected global… https://t.co/3HJZbJ8B8a"
1388152970651443200,2021-04-30 15:27:13,Chaired a meeting during which the working of the various empowered groups was reviewed. These empowered groups are… https://t.co/GCxrTfYzSP
